model,Scenario,Region,Variable,Unit,1,2000,2004,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2060,2070,2080,2090,2100
POLES,EU8,Czech Republic,Value Added|Industry,billion €2010/yr,,,,,83.6889184,90.96203477,96.65686393,103.1187952,108.5515686,,115.3290677,,119.7767937,,,,,
POLES,EU8,Denmark,Emissions|CO2,Mt CO2/yr,,,,,47.98771484,47.46250781,45.11223438,40.13206641,33.34325391,,19.03917578,,10.61536719,,,,,
POLES,EU8,Denmark,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,46.55144141,46.07941016,43.80478906,38.91528516,32.26451563,,18.4693125,,10.57478906,,,,,
POLES,EU8,Denmark,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,5.820551758,5.689674805,5.3485625,4.697584961,3.745835693,,1.478990967,,0.270368164,,,,,
POLES,EU8,Denmark,Final Energy|Industry,EJ/yr,,,,,0.126497467,0.127433691,0.125638222,0.120555206,0.114057161,,0.096977614,,0.082839405,,,,,
POLES,EU8,Denmark,Value Added|Industry,billion €2010/yr,,,,,32.04645231,34.56847685,37.05771338,39.59205714,41.95661164,,45.07399014,,48.10439954,,,,,
POLES,EU8,EU12,Emissions|CO2,Mt CO2/yr,,,,,725.8164106,750.9241011,697.9703701,596.6272339,481.5010684,,240.5462239,,101.860099,,,,,
POLES,EU8,EU12,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,674.0299761,697.1970264,648.2275903,552.213729,443.1827275,,220.012439,,100.4700389,,,,,
POLES,EU8,EU12,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,142.2341017,145.3946256,134.3560302,115.8963171,94.39474017,,45.58582324,,10.60293507,,,,,
POLES,EU8,EU12,Final Energy|Industry,EJ/yr,,,,,2.593310935,2.698012469,2.619647787,2.419565956,2.224831311,,1.841212298,,1.503834847,,,,,
POLES,EU8,EU12,Value Added|Industry,billion €2010/yr,,,,,429.4160182,474.1549021,510.6503199,544.2580614,577.718851,,627.9197336,,652.2718099,,,,,
POLES,EU8,EU15,Emissions|CO2,Mt CO2/yr,,,,,2992.355898,2992.123267,2867.170096,2686.230236,2327.27076,,1405.280212,,705.4363535,,,,,
POLES,EU8,EU15,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,2814.576887,2812.558261,2696.392176,2528.065666,2188.095528,,1329.834762,,699.4741875,,,,,
POLES,EU8,EU15,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,574.7708046,565.5378229,535.0332814,484.8889144,409.7975117,,205.6986563,,51.01070859,,,,,
POLES,EU8,EU15,Final Energy|Industry,EJ/yr,,,,,13.60079915,13.46315481,13.20774302,12.57675813,11.75159118,,9.652825246,,7.618101012,,,,,
POLES,EU8,EU15,Value Added|Industry,billion €2010/yr,,,,,2541.238376,2721.177037,2892.554855,3049.871697,3183.254282,,3403.741748,,3560.890297,,,,,
POLES,EU8,EU27,Emissions|CO2,Mt CO2/yr,,,,,3718.172309,3743.047368,3565.140466,3282.85747,2808.771828,,1645.826436,,807.2964525,,,,,
POLES,EU8,EU27,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,3488.606863,3509.755287,3344.619766,3080.279395,2631.278256,,1549.847201,,799.9442264,,,,,
POLES,EU8,EU27,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,717.0049063,710.9324485,669.3893115,600.7852315,504.1922519,,251.2844796,,61.61364366,,,,,
POLES,EU8,EU27,Final Energy|Industry,EJ/yr,,,,,16.19411009,16.16116728,15.82739081,14.99632409,13.97642249,,11.49403754,,9.121935859,,,,,
POLES,EU8,EU27,Value Added|Industry,billion €2010/yr,,,,,2970.654394,3195.331939,3403.205175,3594.129759,3760.973133,,4031.661482,,4213.162107,,,,,
POLES,EU8,Estonia,Emissions|CO2,Mt CO2/yr,,,,,16.32277734,17.33773242,17.29617188,16.51367188,14.8607334,,8.491558594,,3.750121094,,,,,
POLES,EU8,Estonia,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,15.81887695,16.84639844,16.82851367,16.07299219,14.4652002,,8.286973633,,3.738781738,,,,,
POLES,EU8,Estonia,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,1.599394653,1.56745874,1.468428223,1.29871814,1.064315308,,0.44854068,,0.081577774,,,,,
POLES,EU8,Estonia,Final Energy|Industry,EJ/yr,,,,,0.033468636,0.034236394,0.034137354,0.033261328,0.031697528,,0.025540443,,0.019786685,,,,,
POLES,EU8,Estonia,Value Added|Industry,billion €2010/yr,,,,,5.569768183,6.268493433,6.81433946,7.419663977,7.969355448,,8.236371481,,7.81430562,,,,,
POLES,EU8,Finland,Emissions|CO2,Mt CO2/yr,,,,,45.03797656,43.92685547,41.92864844,37.22335156,31.63304688,,15.6208252,,6.286853516,,,,,
POLES,EU8,Finland,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,43.15654297,42.03236328,40.19290625,35.69717188,30.36802344,,14.99378711,,6.234266113,,,,,
POLES,EU8,Finland,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,10.31982324,9.639855469,9.129099609,8.325592773,7.054757813,,3.27596167,,0.796582886,,,,,
POLES,EU8,Finland,Final Energy|Industry,EJ/yr,,,,,0.504803784,0.524388686,0.532912381,0.516195274,0.494844189,,0.429705635,,0.369787253,,,,,
POLES,EU8,Finland,Value Added|Industry,billion €2010/yr,,,,,49.37502714,53.60242477,58.098931,62.2576866,66.31582609,,72.78238572,,76.72945225,,,,,
POLES,EU8,France,Emissions|CO2,Mt CO2/yr,,,,,358.0271875,359.2445,339.028,325.903125,290.801125,,177.2698906,,116.4735781,,,,,
POLES,EU8,France,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,339.7747188,340.939,322.4737188,311.3582188,278.6880625,,171.2486094,,115.9593125,,,,,
POLES,EU8,France,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,74.45541406,74.58923438,69.74326563,61.857,50.5225,,24.31082617,,7.975354004,,,,,
POLES,EU8,France,Final Energy|Industry,EJ/yr,,,,,1.814601315,1.838747539,1.812625832,1.732300602,1.621360542,,1.353200009,,1.105067835,,,,,
POLES,EU8,France,Value Added|Industry,billion €2010/yr,,,,,338.8619311,367.4657391,394.711564,420.4356832,441.9376091,,483.2512316,,528.5277783,,,,,
POLES,EU8,Germany,Emissions|CO2,Mt CO2/yr,,,,,769.1915,736.7425625,682.0430625,663.623875,552.956875,,323.4734063,,141.492875,,,,,
POLES,EU8,Germany,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,723.064875,691.0986875,639.404875,624.527,518.8400313,,305.3,,140.2435781,,,,,
POLES,EU8,Germany,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,137.1789063,132.9381406,122.6522031,109.4468281,90.60784375,,43.52608594,,9.172786133,,,,,
POLES,EU8,Germany,Final Energy|Industry,EJ/yr,,,,,3.230117181,3.11605632,2.982181754,2.768935928,2.526154517,,1.979413716,,1.461497888,,,,,
POLES,EU8,Germany,Value Added|Industry,billion €2010/yr,,,,,663.1021554,689.2762777,711.5615566,728.3452097,739.7998991,,743.4485937,,720.6533297,,,,,
POLES,EU8,Greece,Emissions|CO2,Mt CO2/yr,,,,,92.07975,93.77583594,89.68640625,81.64471094,71.90645313,,48.30578906,,25.98139844,,,,,
POLES,EU8,Greece,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,84.80614063,85.76891406,80.80858594,72.12636719,62.56485547,,42.38066016,,25.17318359,,,,,
POLES,EU8,Greece,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,16.31219043,17.55799609,18.04975195,17.78713281,16.50149414,,10.07909961,,2.159234131,,,,,
POLES,EU8,Greece,Final Energy|Industry,EJ/yr,,,,,0.215998423,0.237649985,0.251948111,0.257350575,0.256141882,,0.236775602,,0.201936458,,,,,
POLES,EU8,Greece,Value Added|Industry,billion €2010/yr,,,,,55.37449819,64.52396674,73.51952445,82.88211334,91.65861528,,111.6951824,,129.6516991,,,,,
POLES,EU8,Hungary,Emissions|CO2,Mt CO2/yr,,,,,55.56291797,57.87215234,54.76040625,49.11359766,41.8235,,21.72897461,,8.795446289,,,,,
POLES,EU8,Hungary,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,51.54679688,53.54057813,50.84240234,45.70132422,38.96867578,,20.29666211,,8.695361328,,,,,
POLES,EU8,Hungary,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,10.25983594,10.65849512,9.916861328,8.84962207,7.510354004,,3.87775293,,1.037762451,,,,,
POLES,EU8,Hungary,Final Energy|Industry,EJ/yr,,,,,0.223244224,0.230523859,0.223327428,0.208722386,0.19105826,,0.145450158,,0.10733147,,,,,
POLES,EU8,Hungary,Value Added|Industry,billion €2010/yr,,,,,41.8419657,45.63429021,48.36465846,50.80438706,52.73222335,,54.41051969,,55.84484592,,,,,
POLES,EU8,India,Emissions|CO2,Mt CO2/yr,,,,,1981.931219,2326.424,2821.545063,3591.128,4509.839063,,5554.343688,,4994.566469,,,,,
POLES,EU8,India,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,1567.597875,1926.890875,2425.434,3226.84925,4085.75175,,5295.988,,4821.9935,,,,,
POLES,EU8,India,Final Energy|Industry,EJ/yr,,,,,7.465783352,9.699404518,12.54631011,15.43166819,17.48749166,,18.26232311,,14.9724024,,,,,
POLES,EU8,Ireland,Emissions|CO2,Mt CO2/yr,,,,,44.65951563,47.88671484,47.64666406,45.10558984,39.76987109,,23.43476563,,9.75309668,,,,,
POLES,EU8,Ireland,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,41.46457813,44.57432031,44.26879688,41.70935938,36.54384375,,21.47905273,,9.598413086,,,,,
POLES,EU8,Ireland,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,7.15348291,7.413289551,7.299049805,6.988770996,6.256393066,,3.30003125,,0.495969971,,,,,
POLES,EU8,Ireland,Final Energy|Industry,EJ/yr,,,,,0.103621194,0.107857733,0.107947163,0.104921464,0.099776442,,0.083975688,,0.068910885,,,,,
POLES,EU8,Ireland,Value Added|Industry,billion €2010/yr,,,,,52.98987496,58.33648628,64.0758812,70.59126244,76.28948525,,85.34723222,,91.96894084,,,,,
POLES,EU8,Italy,Emissions|CO2,Mt CO2/yr,,,,,405.234375,404.9647188,393.0145938,363.63575,321.7939375,,202.8411406,,88.82201563,,,,,
POLES,EU8,Italy,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,378.0710313,376.2034063,365.1710625,337.7372813,298.8953125,,190.2937031,,87.92621875,,,,,
POLES,EU8,Italy,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,77.60090625,78.85226563,74.60227344,67.17734375,56.94852344,,28.68863086,,5.46970166,,,,,
POLES,EU8,Italy,Final Energy|Industry,EJ/yr,,,,,1.664373371,1.668275926,1.606750736,1.50140954,1.378942206,,1.088670871,,0.830225104,,,,,
POLES,EU8,Italy,Value Added|Industry,billion €2010/yr,,,,,340.9113352,359.9084462,377.0692907,390.475934,401.1313231,,415.5165783,,423.9239384,,,,,
POLES,EU8,Japan,Emissions|CO2,Mt CO2/yr,,,,,978.9147705,1005.111238,1004.132417,1001.000831,1005.626047,,935.1418499,,816.6912344,,,,,
POLES,EU8,Japan,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,993.5814375,1023.152875,1011.46575,1005.104313,1007.0155,,931.92175,,802.5346875,,,,,
POLES,EU8,Japan,Final Energy|Industry,EJ/yr,,,,,4.769610083,5.017354815,5.125109636,5.143563611,5.182382443,,4.971662762,,4.597551248,,,,,
POLES,EU8,Latvia,Emissions|CO2,Mt CO2/yr,,,,,7.066484863,7.663643066,8.02069043,8.083035645,7.652454102,,4.067998291,,1.379791382,,,,,
POLES,EU8,Latvia,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,6.919308105,7.499504883,7.821975098,7.857456543,7.437879883,,3.956939453,,1.348844849,,,,,
POLES,EU8,Latvia,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,1.070061035,1.035009888,0.982609985,0.924792053,0.828679749,,0.496938812,,0.228588593,,,,,
POLES,EU8,Latvia,Final Energy|Industry,EJ/yr,,,,,0.029386458,0.030670784,0.031797318,0.032128247,0.031677491,,0.026198295,,0.019015481,,,,,
POLES,EU8,Latvia,Value Added|Industry,billion €2010/yr,,,,,5.057642642,5.734686833,6.317322804,6.984687859,7.638113613,,8.000495779,,6.892881347,,,,,
POLES,EU8,Lithuania,Emissions|CO2,Mt CO2/yr,,,,,19.55104297,21.65682031,20.68505273,18.64224023,16.41810547,,8.730257813,,2.953237305,,,,,
POLES,EU8,Lithuania,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,17.559625,19.48437695,18.49595117,16.48060547,14.41205176,,7.616615234,,2.892016846,,,,,
POLES,EU8,Lithuania,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,4.125564453,4.484106934,4.462450195,4.24557666,3.7739375,,2.069591797,,0.442212402,,,,,
POLES,EU8,Lithuania,Final Energy|Industry,EJ/yr,,,,,0.068812777,0.075981011,0.076642609,0.075482484,0.07214716,,0.059190481,,0.04081796,,,,,
POLES,EU8,Lithuania,Value Added|Industry,billion €2010/yr,,,,,15.40830527,17.73113412,19.24725449,20.81493656,22.12986263,,23.88040329,,21.93312251,,,,,
POLES,EU8,Luxembourg,Emissions|CO2,Mt CO2/yr,,,,,10.339875,10.95002832,11.05367383,10.70185352,9.590998047,,6.390785156,,3.060338867,,,,,
POLES,EU8,Luxembourg,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,9.900074219,10.52189355,10.64578906,10.32077539,9.252098633,,6.213234375,,3.049297852,,,,,
POLES,EU8,Luxembourg,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,1.870383179,1.886308716,1.87414563,1.733313354,1.484761475,,0.805237122,,0.334868378,,,,,
POLES,EU8,Luxembourg,Final Energy|Industry,EJ/yr,,,,,0.037619287,0.038298559,0.038596235,0.037654458,0.035904805,,0.029771902,,0.023792804,,,,,
POLES,EU8,Luxembourg,Value Added|Industry,billion €2010/yr,,,,,4.063189865,4.449819449,4.841370941,5.222183214,5.581077322,,6.091825488,,6.426839047,,,,,
POLES,EU8,Netherlands,Emissions|CO2,Mt CO2/yr,,,,,163.9428281,167.44825,165.6950781,154.7545469,138.6913125,,93.38219531,,52.54679688,,,,,
POLES,EU8,Netherlands,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,158.0722188,161.5850156,160.1248594,149.6267656,134.2004219,,90.96028906,,52.35789063,,,,,
POLES,EU8,Netherlands,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,35.35860156,34.36441016,32.71149219,29.86760352,26.11774609,,15.28263379,,5.891000488,,,,,
POLES,EU8,Netherlands,Final Energy|Industry,EJ/yr,,,,,1.100049481,1.068500553,1.034460234,0.970762815,0.894107658,,0.701210416,,0.506548462,,,,,
POLES,EU8,Netherlands,Value Added|Industry,billion €2010/yr,,,,,106.6537061,114.1807114,121.8251907,128.789299,135.1627058,,147.1973363,,155.200342,,,,,
POLES,EU8,Norway,Emissions|CO2,Mt CO2/yr,,,,,32.09622168,31.94693359,36.30807471,40.29850256,40.35541818,,40.53823682,,40.97343604,,,,,
POLES,EU8,Norway,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,44.49955859,44.02408203,43.74702734,42.08183594,39.98786328,,37.86356641,,38.91536719,,,,,
POLES,EU8,Norway,Final Energy|Industry,EJ/yr,,,,,0.322651306,0.297819146,0.285285894,0.276187414,0.270434244,,0.242952992,,0.19951439,,,,,
POLES,EU8,Poland,Emissions|CO2,Mt CO2/yr,,,,,317.9541563,320.0934063,293.22375,240.0182813,181.6997969,,77.90382031,,31.78535547,,,,,
POLES,EU8,Poland,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,301.1549688,303.0113438,277.4233438,225.8058281,169.2412344,,71.00436719,,31.35167773,,,,,
POLES,EU8,Poland,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,50.11,49.50748438,44.75849609,37.24838672,29.19618359,,13.67153711,,3.026535889,,,,,
POLES,EU8,Poland,Final Energy|Industry,EJ/yr,,,,,0.890455329,0.899592857,0.859785057,0.776490797,0.70344373,,0.593143956,,0.515994888,,,,,
POLES,EU8,Poland,Value Added|Industry,billion €2010/yr,,,,,155.724619,171.9203711,185.1397293,196.2784509,208.3054802,,227.5405741,,243.6773374,,,,,
POLES,EU8,Portugal,Emissions|CO2,Mt CO2/yr,,,,,54.09635547,55.78549609,54.15079688,49.06135938,41.44457422,,19.52153516,,5.427811523,,,,,
POLES,EU8,Portugal,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,47.77214453,49.20108594,47.39848047,42.29854297,35.03321484,,15.60512891,,5.126251465,,,,,
POLES,EU8,Portugal,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,13.60633691,14.16037988,14.43152051,13.76780566,12.08274805,,6.222808105,,1.054902344,,,,,
POLES,EU8,Portugal,Final Energy|Industry,EJ/yr,,,,,0.307677629,0.312197512,0.315123693,0.304460723,0.28626,,0.244092464,,0.207988939,,,,,
POLES,EU8,Portugal,Value Added|Industry,billion €2010/yr,,,,,41.3710834,44.08120703,46.92808359,49.3479228,51.07246102,,54.01644279,,55.82125938,,,,,
POLES,EU8,ROW,Emissions|CO2,Mt CO2/yr,,,,,92.72971094,91.29489063,91.54271094,90.52682813,88.81823438,,83.57096875,,82.64530469,,,,,
POLES,EU8,ROW,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,89.26135938,87.93380469,88.27778125,87.36965625,85.78496094,,80.85296875,,80.3050625,,,,,
POLES,EU8,ROW,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,16.02222852,14.60810938,14.08270801,13.74371777,13.55879883,,12.95130762,,11.93168945,,,,,
POLES,EU8,ROW,Final Energy|Industry,EJ/yr,,,,,0.576456287,0.539860343,0.527266334,0.51254732,0.499065783,,0.453597789,,0.381874266,,,,,
POLES,EU8,ROW,Value Added|Industry,billion €2010/yr,,,,,138.0726476,140.0339823,141.9007226,143.1058674,143.4486947,,139.9188881,,131.2635159,,,,,
POLES,EU8,Romania,Emissions|CO2,Mt CO2/yr,,,,,86.06250781,90.83363281,85.04660938,72.32727344,59.55561328,,28.89757422,,9.79434668,,,,,
POLES,EU8,Romania,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,76.77035156,81.06439063,75.42721875,63.30951563,51.45709766,,24.34624805,,9.497818359,,,,,
POLES,EU8,Romania,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,22.52929492,24.24516602,24.12681641,22.06732227,19.04427734,,9.632249023,,2.032339233,,,,,
POLES,EU8,Romania,Final Energy|Industry,EJ/yr,,,,,0.372791323,0.410753333,0.424985182,0.406727831,0.393108587,,0.353965973,,0.29772576,,,,,
POLES,EU8,Romania,Value Added|Industry,billion €2010/yr,,,,,50.23438889,56.63149947,62.95512242,67.53191048,73.29639907,,84.24022047,,87.2531788,,,,,
POLES,EU8,Slovakia,Emissions|CO2,Mt CO2/yr,,,,,41.18570313,44.9214375,42.17203516,36.30365234,29.69448633,,14.80474707,,5.231266113,,,,,
POLES,EU8,Slovakia,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,35.23455859,38.89766016,36.75506641,31.66591992,25.8964668,,12.91417773,,5.106066895,,,,,
POLES,EU8,Slovakia,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,14.46185645,14.80983691,13.29807129,11.19089844,8.900791016,,4.136319824,,0.954974609,,,,,
POLES,EU8,Slovakia,Final Energy|Industry,EJ/yr,,,,,0.237353515,0.24959367,0.238843897,0.217458344,0.19585877,,0.153352344,,0.121052225,,,,,
POLES,EU8,Slovakia,Value Added|Industry,billion €2010/yr,,,,,36.5916353,40.5454098,43.51858245,46.88188654,50.21865879,,55.62265517,,57.57416766,,,,,
POLES,EU8,Slovenia,Emissions|CO2,Mt CO2/yr,,,,,14.91830078,14.44153809,13.58986523,12.15686816,10.56714453,,6.543867188,,2.895794434,,,,,
POLES,EU8,Slovenia,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,14.19182227,13.72153125,12.87633008,11.47334082,9.952998047,,6.215495605,,2.872055664,,,,,
POLES,EU8,Slovenia,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,2.89435791,2.814583252,2.73589917,2.489329834,2.113309082,,1.10755835,,0.334621246,,,,,
POLES,EU8,Slovenia,Final Energy|Industry,EJ/yr,,,,,0.068504491,0.06808552,0.067771929,0.064889543,0.06091472,,0.049526154,,0.037878274,,,,,
POLES,EU8,Slovenia,Value Added|Industry,billion €2010/yr,,,,,15.61379335,16.68555118,17.58359326,18.40754589,19.12851134,,20.06410253,,20.19871547,,,,,
POLES,EU8,Spain,Emissions|CO2,Mt CO2/yr,,,,,308.9562188,327.0630313,322.5939688,302.0150313,266.83275,,166.9082031,,94.50267969,,,,,
POLES,EU8,Spain,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,286.2920313,304.373125,300.6458438,280.9276875,247.6431406,,156.1253906,,93.75121875,,,,,
POLES,EU8,Spain,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,63.37268359,62.39822266,61.03889063,58.10560938,50.20959766,,24.4360625,,5.141943359,,,,,
POLES,EU8,Spain,Final Energy|Industry,EJ/yr,,,,,1.269971577,1.290060776,1.310524497,1.312655839,1.275029591,,1.12912738,,0.956487217,,,,,
POLES,EU8,Spain,Value Added|Industry,billion €2010/yr,,,,,283.3485728,313.0848379,342.0227683,372.4417359,398.3341855,,447.9837911,,488.961884,,,,,
POLES,EU8,Sweden,Emissions|CO2,Mt CO2/yr,,,,,50.20155859,51.30734375,50.61758203,46.3335625,39.50319141,,17.41166211,,5.555505371,,,,,
POLES,EU8,Sweden,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,46.40986719,47.59942188,47.13782813,43.2086875,36.89008203,,16.11865234,,5.469755859,,,,,
POLES,EU8,Sweden,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,11.67660449,11.77123242,11.22386426,10.14761914,8.389537109,,3.904695068,,0.93383252,,,,,
POLES,EU8,Sweden,Final Energy|Industry,EJ/yr,,,,,0.532456985,0.539220998,0.540981662,0.528784622,0.508792038,,0.442667911,,0.374070832,,,,,
POLES,EU8,Sweden,Value Added|Industry,billion €2010/yr,,,,,72.49427062,77.87154548,83.4911488,88.61027198,92.86324956,,98.84371066,,104.0272924,,,,,
POLES,EU8,Switzerland,Emissions|CO2,Mt CO2/yr,,,,,28.43552246,26.04304297,28.15781299,32.719151,34.46278537,,37.13649072,,32.279979,,,,,
POLES,EU8,Switzerland,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,40.83885938,38.12019141,35.59676563,34.50248438,34.09523047,,34.46182031,,30.22191016,,,,,
POLES,EU8,Switzerland,Final Energy|Industry,EJ/yr,,,,,0.186259672,0.174542275,0.169180615,0.162071733,0.155681211,,0.136135417,,0.108894058,,,,,
POLES,EU8,UK,Emissions|CO2,Mt CO2/yr,,,,,478.1657813,476.0335313,459.8496563,416.0282188,359.9959063,,218.47,,109.9126016,,,,,
POLES,EU8,UK,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,461.3191875,458.9994375,444.0362813,402.08,348.2345313,,212.4416406,,109.3826953,,,,,
POLES,EU8,UK,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,72.03149219,67.52110938,63.16761719,56.39933594,47.96303516,,24.66453125,,6.796013184,,,,,
POLES,EU8,UK,Final Energy|Industry,EJ/yr,,,,,1.562748123,1.486131155,1.458117865,1.389469882,1.303006492,,1.061660859,,0.82007375,,,,,
POLES,EU8,UK,Value Added|Industry,billion €2010/yr,,,,,350.4869927,378.7056631,404.7907504,427.7914266,448.5752789,,482.3877002,,506.1053188,,,,,
POLES,EU8,USA,Emissions|CO2,Mt CO2/yr,,,,,5300.608,5320.571613,5317.608555,5455.067836,5535.197164,,5491.102852,,4809.438797,,,,,
POLES,EU8,USA,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,5278.608,5292.55,5231.3,5337.47,5437.2335,,5472.8735,,4758.73,,,,,
POLES,EU8,USA,Final Energy|Industry,EJ/yr,,,,,16.20222649,16.72898873,17.16004334,17.4290701,17.45923468,,17.19368951,,16.13694381,,,,,
